იტალიასთან	იტალი ასთან
დიეგო	დიეგ ო
ქრის	ქრ ის
ფიგურირებს	ფიგურირებ ს
ბრძოლის	ბრძოლ ის
მასწავლებლები	მასწავლებლ ები
აეწყო	აეწყ ო
პენი	პენ ი
მატჩიან	მატჩ იან
ნუგზარ	ნუგზ არ
კამპანიამ	კამპანი ამ
გაბაასება	გაბაას ება
პიკს	პიკ ს
მორფოლოგიურად	მორფოლოგ ი ურად
რეორგანიზაცია	რეორგანიზაცი ა
სატრიუმფო	სატრიუმფ ო
საგნები	საგნ ები
მშვიდობიანობის	მშვიდობ იან ობის
პასუხისმგებელნი	პასუხისმგებ ელ ნი
მონათხრობი	მონათხრობ ი
დაჭერილი	დაჭერ ილი
კომპოზიციის	კომპოზიცი ის
პოლონელი	პოლონ ელი
დაშვებას	დაშვ ებას
პროკურატურის	პროკურატურ ის
მაზოვიის	მაზოვი ის
